"ID";"Group";"FKG";"DKG";"Gender";"Elderly";"Age"
1868;12;0;0;"male";"65-";"55-59"
1869;16;1;1;"male";"65+";"75-79"
1870;23;0;1;"female";"65-";"10-14"
1871;40;0;1;"female";"65+";"95-99"
1872;39;0;1;"female";"65+";"90-94"
1873;9;1;1;"male";"65-";"40-44"
1874;16;0;0;"male";"65+";"75-79"
1875;35;0;0;"female";"65+";"70-74"
1876;28;1;0;"female";"65-";"35-39"
1877;14;1;1;"male";"65+";"65-69"
1878;28;0;0;"female";"65-";"35-39"
1879;7;0;1;"male";"65-";"30-34"
1880;36;1;1;"female";"65+";"75-79"
1881;36;1;1;"female";"65+";"75-79"
1882;6;0;0;"male";"65-";"25-29"
1883;2;1;0;"male";"65-";"5-9"
1884;15;1;1;"male";"65+";"70-74"
1885;16;1;1;"male";"65+";"75-79"
1886;25;1;0;"female";"65-";"20-24"
1887;21;0;0;"female";"65-";"0-4"
1888;14;0;1;"male";"65+";"65-69"
1889;14;1;0;"male";"65+";"65-69"
1890;23;1;0;"female";"65-";"10-14"
1891;3;1;0;"male";"65-";"10-14"
1892;17;0;1;"male";"65+";"80-84"
1893;11;0;0;"male";"65-";"50-54"
1894;7;1;1;"male";"65-";"30-34"
1895;3;0;0;"male";"65-";"10-14"
1896;3;1;0;"male";"65-";"10-14"
1897;39;1;0;"female";"65+";"90-94"
1898;32;1;1;"female";"65-";"55-59"
1899;2;0;1;"male";"65-";"5-9"
1900;22;0;1;"female";"65-";"5-9"
1901;1;1;0;"male";"65-";"0-4"
1902;32;1;0;"female";"65-";"55-59"
1903;31;1;0;"female";"65-";"50-54"
1904;1;1;0;"male";"65-";"0-4"
1905;33;1;1;"female";"65-";"60-64"
1906;35;1;1;"female";"65+";"70-74"
1907;17;1;0;"male";"65+";"80-84"
1908;26;1;1;"female";"65-";"25-29"
1909;17;0;1;"male";"65+";"80-84"
1910;13;0;1;"male";"65-";"60-64"
1911;31;1;1;"female";"65-";"50-54"
1912;29;0;0;"female";"65-";"40-44"
1913;37;1;0;"female";"65+";"80-84"
1914;25;1;0;"female";"65-";"20-24"
1915;3;0;1;"male";"65-";"10-14"
1916;30;0;0;"female";"65-";"45-49"
1917;37;1;0;"female";"65+";"80-84"
1918;29;0;0;"female";"65-";"40-44"
1919;24;0;1;"female";"65-";"15-19"
1920;23;0;0;"female";"65-";"10-14"
1921;15;0;0;"male";"65+";"70-74"
1922;23;0;1;"female";"65-";"10-14"
1923;36;0;0;"female";"65+";"75-79"
1924;11;0;0;"male";"65-";"50-54"
1925;34;0;1;"female";"65+";"65-69"
1926;28;0;1;"female";"65-";"35-39"
1927;36;0;0;"female";"65+";"75-79"
1928;12;1;1;"male";"65-";"55-59"
1929;16;0;1;"male";"65+";"75-79"
1930;37;1;0;"female";"65+";"80-84"
1931;32;1;1;"female";"65-";"55-59"
1932;22;0;1;"female";"65-";"5-9"
1933;25;0;1;"female";"65-";"20-24"
1934;38;0;1;"female";"65+";"85-89"
1935;13;1;0;"male";"65-";"60-64"
1936;15;1;0;"male";"65+";"70-74"
1937;39;0;0;"female";"65+";"90-94"
1938;17;0;0;"male";"65+";"80-84"
1939;23;0;1;"female";"65-";"10-14"
1940;33;0;1;"female";"65-";"60-64"
1941;20;0;1;"male";"65+";"95-99"
1942;35;1;0;"female";"65+";"70-74"
1943;29;1;0;"female";"65-";"40-44"
1944;6;0;0;"male";"65-";"25-29"
1945;27;1;1;"female";"65-";"30-34"
1946;32;0;1;"female";"65-";"55-59"
1947;10;0;0;"male";"65-";"45-49"
1948;35;1;1;"female";"65+";"70-74"
1949;20;1;0;"male";"65+";"95-99"
1950;14;0;0;"male";"65+";"65-69"
1951;40;1;0;"female";"65+";"95-99"
1952;31;1;0;"female";"65-";"50-54"
1953;19;0;1;"male";"65+";"90-94"
1954;11;0;1;"male";"65-";"50-54"
1955;16;0;1;"male";"65+";"75-79"
1956;12;1;1;"male";"65-";"55-59"
1957;31;0;1;"female";"65-";"50-54"
1958;18;1;0;"male";"65+";"85-89"
1959;27;0;0;"female";"65-";"30-34"
1960;10;0;0;"male";"65-";"45-49"
1961;12;1;1;"male";"65-";"55-59"
1962;38;1;0;"female";"65+";"85-89"
1963;6;1;0;"male";"65-";"25-29"
1964;20;0;1;"male";"65+";"95-99"
1965;33;1;1;"female";"65-";"60-64"
1966;14;1;0;"male";"65+";"65-69"
1967;22;1;0;"female";"65-";"5-9"
1968;3;1;0;"male";"65-";"10-14"
1969;28;1;0;"female";"65-";"35-39"
1970;22;0;1;"female";"65-";"5-9"
1971;16;1;1;"male";"65+";"75-79"
1972;9;0;1;"male";"65-";"40-44"
1973;2;0;0;"male";"65-";"5-9"
1974;14;1;0;"male";"65+";"65-69"
1975;22;0;0;"female";"65-";"5-9"
1976;15;0;1;"male";"65+";"70-74"
1977;40;0;1;"female";"65+";"95-99"
1978;2;1;0;"male";"65-";"5-9"
1979;3;0;1;"male";"65-";"10-14"
1980;28;1;0;"female";"65-";"35-39"
1981;7;0;1;"male";"65-";"30-34"
1982;24;1;1;"female";"65-";"15-19"
1983;4;0;1;"male";"65-";"15-19"
1984;27;1;0;"female";"65-";"30-34"
1985;15;0;1;"male";"65+";"70-74"
1986;10;1;0;"male";"65-";"45-49"
1987;37;0;1;"female";"65+";"80-84"
1988;2;1;1;"male";"65-";"5-9"
1989;18;0;0;"male";"65+";"85-89"
1990;39;0;0;"female";"65+";"90-94"
1991;16;1;0;"male";"65+";"75-79"
1992;37;1;1;"female";"65+";"80-84"
1993;4;1;1;"male";"65-";"15-19"
1994;13;1;0;"male";"65-";"60-64"
1995;22;0;1;"female";"65-";"5-9"
1996;3;1;0;"male";"65-";"10-14"
1997;34;1;1;"female";"65+";"65-69"
1998;17;0;0;"male";"65+";"80-84"
1999;40;1;0;"female";"65+";"95-99"
2000;20;1;1;"male";"65+";"95-99"
2001;37;0;1;"female";"65+";"80-84"
2002;1;0;1;"male";"65-";"0-4"
2003;8;0;1;"male";"65-";"35-39"
2004;16;0;1;"male";"65+";"75-79"
2005;13;1;0;"male";"65-";"60-64"
2006;22;1;0;"female";"65-";"5-9"
2007;30;1;0;"female";"65-";"45-49"
2008;39;1;1;"female";"65+";"90-94"
2009;20;0;0;"male";"65+";"95-99"
2010;6;1;0;"male";"65-";"25-29"
2011;25;0;1;"female";"65-";"20-24"
2012;40;1;0;"female";"65+";"95-99"
2013;4;0;0;"male";"65-";"15-19"
2014;36;0;0;"female";"65+";"75-79"
2015;14;0;1;"male";"65+";"65-69"
2016;19;1;1;"male";"65+";"90-94"
2017;8;0;0;"male";"65-";"35-39"
2018;15;1;1;"male";"65+";"70-74"
2019;8;0;0;"male";"65-";"35-39"
2020;27;0;0;"female";"65-";"30-34"
2021;10;0;0;"male";"65-";"45-49"
2022;36;0;1;"female";"65+";"75-79"
2023;14;0;1;"male";"65+";"65-69"
2024;37;1;1;"female";"65+";"80-84"
2025;20;1;1;"male";"65+";"95-99"
2026;23;1;1;"female";"65-";"10-14"
2027;30;1;1;"female";"65-";"45-49"
2028;9;0;1;"male";"65-";"40-44"
2029;13;0;0;"male";"65-";"60-64"
2030;35;0;1;"female";"65+";"70-74"
2031;8;0;0;"male";"65-";"35-39"
2032;35;1;0;"female";"65+";"70-74"
2033;38;0;0;"female";"65+";"85-89"
2034;11;1;0;"male";"65-";"50-54"
2035;34;0;0;"female";"65+";"65-69"
2036;6;0;0;"male";"65-";"25-29"
2037;31;0;1;"female";"65-";"50-54"
2038;18;1;1;"male";"65+";"85-89"
2039;39;1;0;"female";"65+";"90-94"
2040;26;1;0;"female";"65-";"25-29"
2041;7;1;0;"male";"65-";"30-34"
2042;17;1;1;"male";"65+";"80-84"
2043;40;1;1;"female";"65+";"95-99"
2044;6;0;1;"male";"65-";"25-29"
2045;36;1;0;"female";"65+";"75-79"
2046;8;0;0;"male";"65-";"35-39"
2047;25;0;1;"female";"65-";"20-24"
2048;32;1;0;"female";"65-";"55-59"
2049;30;0;0;"female";"65-";"45-49"
2050;31;0;0;"female";"65-";"50-54"
2051;21;0;1;"female";"65-";"0-4"
2052;26;0;0;"female";"65-";"25-29"
2053;19;0;0;"male";"65+";"90-94"
2054;11;1;0;"male";"65-";"50-54"
2055;3;1;0;"male";"65-";"10-14"
2056;18;1;1;"male";"65+";"85-89"
2057;31;0;1;"female";"65-";"50-54"
2058;6;1;1;"male";"65-";"25-29"
2059;40;0;1;"female";"65+";"95-99"
2060;33;0;1;"female";"65-";"60-64"
2061;40;0;0;"female";"65+";"95-99"
2062;2;0;0;"male";"65-";"5-9"
2063;23;0;0;"female";"65-";"10-14"
2064;17;1;1;"male";"65+";"80-84"
2065;19;1;0;"male";"65+";"90-94"
2066;17;0;1;"male";"65+";"80-84"
2067;23;1;0;"female";"65-";"10-14"
2068;11;1;0;"male";"65-";"50-54"
2069;35;0;1;"female";"65+";"70-74"
2070;40;0;0;"female";"65+";"95-99"
2071;38;1;1;"female";"65+";"85-89"
2072;40;0;0;"female";"65+";"95-99"
2073;27;1;1;"female";"65-";"30-34"
2074;13;1;1;"male";"65-";"60-64"
2075;35;0;1;"female";"65+";"70-74"
2076;27;1;0;"female";"65-";"30-34"
2077;20;0;1;"male";"65+";"95-99"
2078;26;1;0;"female";"65-";"25-29"
2079;28;1;0;"female";"65-";"35-39"
2080;27;1;1;"female";"65-";"30-34"
2081;36;1;0;"female";"65+";"75-79"
2082;28;0;0;"female";"65-";"35-39"
2083;40;1;0;"female";"65+";"95-99"
2084;11;0;1;"male";"65-";"50-54"
2085;20;1;1;"male";"65+";"95-99"
2086;1;1;1;"male";"65-";"0-4"
2087;11;0;0;"male";"65-";"50-54"
2088;14;1;1;"male";"65+";"65-69"
2089;27;0;0;"female";"65-";"30-34"
2090;30;1;0;"female";"65-";"45-49"
2091;14;1;0;"male";"65+";"65-69"
2092;12;0;1;"male";"65-";"55-59"
2093;30;1;0;"female";"65-";"45-49"
2094;26;1;1;"female";"65-";"25-29"
2095;26;1;1;"female";"65-";"25-29"
2096;9;0;0;"male";"65-";"40-44"
2097;37;1;1;"female";"65+";"80-84"
2098;24;1;0;"female";"65-";"15-19"
2099;7;1;0;"male";"65-";"30-34"
2100;28;0;0;"female";"65-";"35-39"
2101;5;0;0;"male";"65-";"20-24"
2102;22;1;1;"female";"65-";"5-9"
2103;38;1;1;"female";"65+";"85-89"
2104;6;1;0;"male";"65-";"25-29"
2105;24;1;1;"female";"65-";"15-19"
2106;36;0;0;"female";"65+";"75-79"
2107;8;1;0;"male";"65-";"35-39"
2108;19;1;0;"male";"65+";"90-94"
2109;6;1;0;"male";"65-";"25-29"
2110;4;1;1;"male";"65-";"15-19"
2111;12;1;0;"male";"65-";"55-59"
2112;10;1;1;"male";"65-";"45-49"
2113;29;1;0;"female";"65-";"40-44"
2114;22;0;0;"female";"65-";"5-9"
2115;12;0;1;"male";"65-";"55-59"
2116;8;1;1;"male";"65-";"35-39"
2117;37;0;1;"female";"65+";"80-84"
2118;2;0;1;"male";"65-";"5-9"
2119;24;1;0;"female";"65-";"15-19"
2120;7;1;1;"male";"65-";"30-34"
2121;24;0;0;"female";"65-";"15-19"
2122;19;1;1;"male";"65+";"90-94"
2123;20;1;1;"male";"65+";"95-99"
2124;22;1;1;"female";"65-";"5-9"
2125;16;1;1;"male";"65+";"75-79"
2126;38;0;0;"female";"65+";"85-89"
2127;18;0;0;"male";"65+";"85-89"
2128;10;0;1;"male";"65-";"45-49"
2129;36;1;1;"female";"65+";"75-79"
2130;8;1;1;"male";"65-";"35-39"
2131;4;1;0;"male";"65-";"15-19"
2132;10;0;1;"male";"65-";"45-49"
2133;35;0;1;"female";"65+";"70-74"
2134;34;0;0;"female";"65+";"65-69"
2135;15;1;1;"male";"65+";"70-74"
2136;8;1;0;"male";"65-";"35-39"
2137;31;0;0;"female";"65-";"50-54"
2138;18;1;0;"male";"65+";"85-89"
2139;20;0;1;"male";"65+";"95-99"
2140;40;0;0;"female";"65+";"95-99"
2141;4;1;1;"male";"65-";"15-19"
2142;4;1;1;"male";"65-";"15-19"
2143;26;0;0;"female";"65-";"25-29"
2144;8;0;1;"male";"65-";"35-39"
2145;11;1;1;"male";"65-";"50-54"
2146;13;1;0;"male";"65-";"60-64"
2147;35;1;1;"female";"65+";"70-74"
2148;3;0;1;"male";"65-";"10-14"
2149;9;0;1;"male";"65-";"40-44"
2150;23;1;1;"female";"65-";"10-14"
2151;2;1;1;"male";"65-";"5-9"
2152;1;1;1;"male";"65-";"0-4"
2153;8;0;0;"male";"65-";"35-39"
2154;14;0;0;"male";"65+";"65-69"
2155;12;0;0;"male";"65-";"55-59"
2156;8;1;1;"male";"65-";"35-39"
2157;9;0;1;"male";"65-";"40-44"
2158;10;1;1;"male";"65-";"45-49"
2159;17;0;0;"male";"65+";"80-84"
2160;35;1;0;"female";"65+";"70-74"
2161;12;0;0;"male";"65-";"55-59"
2162;31;1;1;"female";"65-";"50-54"
2163;14;0;0;"male";"65+";"65-69"
2164;39;1;0;"female";"65+";"90-94"
2165;26;1;1;"female";"65-";"25-29"
2166;34;0;0;"female";"65+";"65-69"
2167;5;1;0;"male";"65-";"20-24"
2168;23;1;1;"female";"65-";"10-14"
2169;32;1;1;"female";"65-";"55-59"
2170;11;0;0;"male";"65-";"50-54"
2171;20;0;1;"male";"65+";"95-99"
2172;24;0;0;"female";"65-";"15-19"
2173;20;1;0;"male";"65+";"95-99"
2174;25;0;0;"female";"65-";"20-24"
2175;1;1;1;"male";"65-";"0-4"
2176;16;1;0;"male";"65+";"75-79"
2177;16;0;1;"male";"65+";"75-79"
2178;3;1;1;"male";"65-";"10-14"
2179;12;1;1;"male";"65-";"55-59"
2180;31;1;0;"female";"65-";"50-54"
2181;33;0;1;"female";"65-";"60-64"
2182;9;0;1;"male";"65-";"40-44"
2183;37;1;0;"female";"65+";"80-84"
2184;5;0;1;"male";"65-";"20-24"
2185;36;0;1;"female";"65+";"75-79"
2186;21;1;1;"female";"65-";"0-4"
2187;6;1;0;"male";"65-";"25-29"
2188;14;1;1;"male";"65+";"65-69"
2189;9;0;1;"male";"65-";"40-44"
2190;34;1;1;"female";"65+";"65-69"
2191;19;1;0;"male";"65+";"90-94"
2192;14;1;0;"male";"65+";"65-69"
2193;6;0;0;"male";"65-";"25-29"
2194;35;1;1;"female";"65+";"70-74"
2195;3;1;1;"male";"65-";"10-14"
2196;25;1;1;"female";"65-";"20-24"
2197;32;0;0;"female";"65-";"55-59"
2198;24;0;0;"female";"65-";"15-19"
2199;22;1;0;"female";"65-";"5-9"
2200;17;0;0;"male";"65+";"80-84"
2201;30;1;0;"female";"65-";"45-49"
2202;36;1;0;"female";"65+";"75-79"
2203;5;1;0;"male";"65-";"20-24"
2204;13;1;1;"male";"65-";"60-64"
2205;15;0;1;"male";"65+";"70-74"
2206;11;1;0;"male";"65-";"50-54"
2207;5;0;0;"male";"65-";"20-24"
2208;24;0;1;"female";"65-";"15-19"
2209;9;0;1;"male";"65-";"40-44"
2210;24;1;1;"female";"65-";"15-19"
2211;24;0;1;"female";"65-";"15-19"
2212;40;0;0;"female";"65+";"95-99"
2213;9;0;0;"male";"65-";"40-44"
2214;10;0;0;"male";"65-";"45-49"
2215;7;0;1;"male";"65-";"30-34"
2216;32;0;0;"female";"65-";"55-59"
2217;4;0;0;"male";"65-";"15-19"
2218;19;0;1;"male";"65+";"90-94"
2219;4;0;0;"male";"65-";"15-19"
2220;38;0;1;"female";"65+";"85-89"
2221;8;1;1;"male";"65-";"35-39"
2222;29;0;0;"female";"65-";"40-44"
2223;39;1;1;"female";"65+";"90-94"
2224;30;1;0;"female";"65-";"45-49"
2225;11;1;0;"male";"65-";"50-54"
2226;25;1;0;"female";"65-";"20-24"
2227;6;0;1;"male";"65-";"25-29"
2228;8;1;0;"male";"65-";"35-39"
2229;4;0;0;"male";"65-";"15-19"
2230;11;0;1;"male";"65-";"50-54"
2231;18;0;0;"male";"65+";"85-89"
2232;29;0;0;"female";"65-";"40-44"
2233;14;0;0;"male";"65+";"65-69"
2234;7;1;0;"male";"65-";"30-34"
2235;24;0;0;"female";"65-";"15-19"
2236;36;0;0;"female";"65+";"75-79"
2237;16;0;0;"male";"65+";"75-79"
2238;4;1;1;"male";"65-";"15-19"
2239;33;1;0;"female";"65-";"60-64"
2240;5;1;1;"male";"65-";"20-24"
2241;31;1;0;"female";"65-";"50-54"
2242;6;0;1;"male";"65-";"25-29"
2243;35;0;0;"female";"65+";"70-74"
2244;22;1;0;"female";"65-";"5-9"
2245;24;1;0;"female";"65-";"15-19"
2246;35;1;0;"female";"65+";"70-74"
2247;35;0;0;"female";"65+";"70-74"
2248;3;0;0;"male";"65-";"10-14"
2249;19;0;0;"male";"65+";"90-94"
2250;14;1;1;"male";"65+";"65-69"
2251;33;0;1;"female";"65-";"60-64"
2252;22;0;1;"female";"65-";"5-9"
2253;18;0;0;"male";"65+";"85-89"
2254;3;0;1;"male";"65-";"10-14"
2255;10;0;0;"male";"65-";"45-49"
2256;16;1;0;"male";"65+";"75-79"
2257;5;1;0;"male";"65-";"20-24"
2258;17;0;0;"male";"65+";"80-84"
2259;10;1;1;"male";"65-";"45-49"
2260;35;1;0;"female";"65+";"70-74"
2261;10;0;1;"male";"65-";"45-49"
2262;30;0;1;"female";"65-";"45-49"
2263;29;0;1;"female";"65-";"40-44"
2264;4;1;1;"male";"65-";"15-19"
2265;20;0;0;"male";"65+";"95-99"
2266;6;0;0;"male";"65-";"25-29"
2267;11;0;1;"male";"65-";"50-54"
2268;10;1;0;"male";"65-";"45-49"
2269;8;0;1;"male";"65-";"35-39"
2270;1;1;0;"male";"65-";"0-4"
2271;38;1;0;"female";"65+";"85-89"
2272;5;1;0;"male";"65-";"20-24"
2273;17;0;1;"male";"65+";"80-84"
2274;32;0;0;"female";"65-";"55-59"
2275;5;1;0;"male";"65-";"20-24"
2276;14;0;1;"male";"65+";"65-69"
2277;14;1;0;"male";"65+";"65-69"
2278;31;0;1;"female";"65-";"50-54"
2279;22;0;1;"female";"65-";"5-9"
2280;32;0;0;"female";"65-";"55-59"
2281;32;0;0;"female";"65-";"55-59"
2282;9;0;1;"male";"65-";"40-44"
2283;19;1;1;"male";"65+";"90-94"
2284;13;0;0;"male";"65-";"60-64"
2285;22;1;0;"female";"65-";"5-9"
2286;39;1;0;"female";"65+";"90-94"
2287;6;0;1;"male";"65-";"25-29"
2288;15;0;0;"male";"65+";"70-74"
2289;32;1;1;"female";"65-";"55-59"
2290;24;1;1;"female";"65-";"15-19"
2291;22;1;1;"female";"65-";"5-9"
2292;35;1;0;"female";"65+";"70-74"
2293;31;1;0;"female";"65-";"50-54"
2294;19;0;0;"male";"65+";"90-94"
2295;38;1;0;"female";"65+";"85-89"
2296;23;1;0;"female";"65-";"10-14"
2297;23;0;0;"female";"65-";"10-14"
2298;5;0;0;"male";"65-";"20-24"
2299;16;1;0;"male";"65+";"75-79"
2300;40;1;0;"female";"65+";"95-99"
2301;9;0;0;"male";"65-";"40-44"
2302;9;1;1;"male";"65-";"40-44"
2303;12;0;0;"male";"65-";"55-59"
2304;5;1;1;"male";"65-";"20-24"
2305;8;1;1;"male";"65-";"35-39"
2306;12;0;0;"male";"65-";"55-59"
2307;26;1;0;"female";"65-";"25-29"
2308;39;1;1;"female";"65+";"90-94"
2309;3;0;1;"male";"65-";"10-14"
2310;2;1;0;"male";"65-";"5-9"
2311;2;0;1;"male";"65-";"5-9"
2312;17;1;1;"male";"65+";"80-84"
2313;11;0;1;"male";"65-";"50-54"
2314;5;1;0;"male";"65-";"20-24"
2315;35;1;0;"female";"65+";"70-74"
2316;7;0;0;"male";"65-";"30-34"
2317;22;1;0;"female";"65-";"5-9"
2318;21;1;0;"female";"65-";"0-4"
2319;13;1;0;"male";"65-";"60-64"
2320;28;0;0;"female";"65-";"35-39"
2321;30;0;1;"female";"65-";"45-49"
2322;39;0;1;"female";"65+";"90-94"
2323;15;0;1;"male";"65+";"70-74"
2324;14;1;1;"male";"65+";"65-69"
2325;19;0;0;"male";"65+";"90-94"
2326;27;0;0;"female";"65-";"30-34"
2327;22;1;0;"female";"65-";"5-9"
2328;1;1;1;"male";"65-";"0-4"
2329;35;0;1;"female";"65+";"70-74"
2330;23;0;1;"female";"65-";"10-14"
2331;37;0;0;"female";"65+";"80-84"
2332;39;0;1;"female";"65+";"90-94"
2333;37;0;0;"female";"65+";"80-84"
2334;28;0;0;"female";"65-";"35-39"
2335;34;1;1;"female";"65+";"65-69"
2336;19;0;0;"male";"65+";"90-94"
2337;26;0;1;"female";"65-";"25-29"
2338;18;0;0;"male";"65+";"85-89"
2339;39;0;1;"female";"65+";"90-94"
2340;12;0;1;"male";"65-";"55-59"
2341;40;0;0;"female";"65+";"95-99"
2342;28;0;1;"female";"65-";"35-39"
2343;37;0;0;"female";"65+";"80-84"
2344;27;1;0;"female";"65-";"30-34"
2345;17;1;0;"male";"65+";"80-84"
2346;38;1;0;"female";"65+";"85-89"
2347;6;1;1;"male";"65-";"25-29"
2348;1;0;0;"male";"65-";"0-4"
2349;24;0;0;"female";"65-";"15-19"
2350;21;1;0;"female";"65-";"0-4"
2351;12;1;0;"male";"65-";"55-59"
2352;12;0;0;"male";"65-";"55-59"
2353;25;0;0;"female";"65-";"20-24"
2354;16;0;1;"male";"65+";"75-79"
2355;12;1;0;"male";"65-";"55-59"
2356;16;0;1;"male";"65+";"75-79"
2357;33;1;1;"female";"65-";"60-64"
2358;10;1;0;"male";"65-";"45-49"
2359;40;0;0;"female";"65+";"95-99"
2360;25;0;1;"female";"65-";"20-24"
2361;34;1;1;"female";"65+";"65-69"
2362;10;1;1;"male";"65-";"45-49"
2363;31;1;0;"female";"65-";"50-54"
2364;3;0;1;"male";"65-";"10-14"
2365;21;1;1;"female";"65-";"0-4"
2366;35;0;1;"female";"65+";"70-74"
2367;40;0;1;"female";"65+";"95-99"
2368;16;0;0;"male";"65+";"75-79"
2369;19;1;1;"male";"65+";"90-94"
2370;17;1;1;"male";"65+";"80-84"
2371;37;0;0;"female";"65+";"80-84"
2372;20;0;1;"male";"65+";"95-99"
2373;38;1;0;"female";"65+";"85-89"
2374;5;1;0;"male";"65-";"20-24"
2375;23;0;1;"female";"65-";"10-14"
2376;30;1;1;"female";"65-";"45-49"
2377;1;0;0;"male";"65-";"0-4"
2378;26;1;0;"female";"65-";"25-29"
2379;15;0;0;"male";"65+";"70-74"
2380;4;0;0;"male";"65-";"15-19"
2381;28;0;0;"female";"65-";"35-39"
2382;25;1;0;"female";"65-";"20-24"
2383;4;1;1;"male";"65-";"15-19"
2384;16;1;1;"male";"65+";"75-79"
2385;4;0;1;"male";"65-";"15-19"
2386;32;1;1;"female";"65-";"55-59"
2387;33;1;0;"female";"65-";"60-64"
2388;17;1;0;"male";"65+";"80-84"
2389;1;0;0;"male";"65-";"0-4"
2390;25;1;1;"female";"65-";"20-24"
2391;24;1;1;"female";"65-";"15-19"
2392;37;0;0;"female";"65+";"80-84"
2393;16;1;1;"male";"65+";"75-79"
2394;39;1;1;"female";"65+";"90-94"
2395;11;1;1;"male";"65-";"50-54"
2396;6;1;0;"male";"65-";"25-29"
2397;22;1;1;"female";"65-";"5-9"
2398;19;0;1;"male";"65+";"90-94"
2399;21;1;0;"female";"65-";"0-4"
2400;4;1;1;"male";"65-";"15-19"
2401;24;1;0;"female";"65-";"15-19"
2402;28;1;0;"female";"65-";"35-39"
2403;22;0;1;"female";"65-";"5-9"
2404;25;0;1;"female";"65-";"20-24"
2405;12;1;0;"male";"65-";"55-59"
2406;12;1;0;"male";"65-";"55-59"
2407;25;0;0;"female";"65-";"20-24"
2408;7;1;1;"male";"65-";"30-34"
2409;37;0;1;"female";"65+";"80-84"
2410;40;1;0;"female";"65+";"95-99"
2411;30;1;0;"female";"65-";"45-49"
2412;20;0;1;"male";"65+";"95-99"
2413;38;0;1;"female";"65+";"85-89"
2414;25;1;1;"female";"65-";"20-24"
2415;16;1;1;"male";"65+";"75-79"
2416;8;1;1;"male";"65-";"35-39"
2417;29;1;0;"female";"65-";"40-44"
2418;38;0;1;"female";"65+";"85-89"
2419;28;0;1;"female";"65-";"35-39"
2420;36;0;0;"female";"65+";"75-79"
2421;10;1;0;"male";"65-";"45-49"
2422;22;0;0;"female";"65-";"5-9"
2423;9;1;0;"male";"65-";"40-44"
2424;22;0;1;"female";"65-";"5-9"
2425;39;1;1;"female";"65+";"90-94"
2426;33;1;1;"female";"65-";"60-64"
2427;9;0;1;"male";"65-";"40-44"
2428;17;0;0;"male";"65+";"80-84"
2429;34;0;1;"female";"65+";"65-69"
2430;18;1;1;"male";"65+";"85-89"
2431;16;1;0;"male";"65+";"75-79"
2432;2;0;0;"male";"65-";"5-9"
2433;6;0;0;"male";"65-";"25-29"
2434;28;0;1;"female";"65-";"35-39"
2435;3;1;1;"male";"65-";"10-14"
2436;40;0;1;"female";"65+";"95-99"
2437;5;0;1;"male";"65-";"20-24"
2438;26;1;1;"female";"65-";"25-29"
2439;2;0;1;"male";"65-";"5-9"
2440;3;1;1;"male";"65-";"10-14"
2441;8;0;1;"male";"65-";"35-39"
2442;33;1;1;"female";"65-";"60-64"
2443;34;0;0;"female";"65+";"65-69"
2444;29;1;1;"female";"65-";"40-44"
2445;12;1;0;"male";"65-";"55-59"
2446;26;1;0;"female";"65-";"25-29"
2447;39;1;0;"female";"65+";"90-94"
2448;22;0;0;"female";"65-";"5-9"
2449;18;1;0;"male";"65+";"85-89"
2450;29;1;1;"female";"65-";"40-44"
2451;7;1;1;"male";"65-";"30-34"
2452;13;0;1;"male";"65-";"60-64"
2453;16;1;0;"male";"65+";"75-79"
2454;3;0;1;"male";"65-";"10-14"
2455;12;0;0;"male";"65-";"55-59"
2456;29;0;1;"female";"65-";"40-44"
2457;14;0;0;"male";"65+";"65-69"
2458;25;0;1;"female";"65-";"20-24"
2459;21;1;1;"female";"65-";"0-4"
2460;35;0;1;"female";"65+";"70-74"
2461;22;1;1;"female";"65-";"5-9"
2462;5;0;0;"male";"65-";"20-24"
2463;32;1;1;"female";"65-";"55-59"
2464;3;0;1;"male";"65-";"10-14"
2465;29;0;1;"female";"65-";"40-44"
2466;2;0;1;"male";"65-";"5-9"
2467;32;1;1;"female";"65-";"55-59"
2468;32;0;0;"female";"65-";"55-59"
2469;23;0;1;"female";"65-";"10-14"
2470;35;1;0;"female";"65+";"70-74"
2471;9;1;0;"male";"65-";"40-44"
2472;10;1;1;"male";"65-";"45-49"
2473;27;1;1;"female";"65-";"30-34"
2474;18;1;0;"male";"65+";"85-89"
2475;27;0;0;"female";"65-";"30-34"
2476;4;0;0;"male";"65-";"15-19"
2477;14;1;1;"male";"65+";"65-69"
2478;33;1;1;"female";"65-";"60-64"
2479;14;0;1;"male";"65+";"65-69"
2480;3;0;0;"male";"65-";"10-14"
2481;35;0;0;"female";"65+";"70-74"
2482;23;0;1;"female";"65-";"10-14"
2483;37;1;0;"female";"65+";"80-84"
2484;31;1;0;"female";"65-";"50-54"
2485;22;1;1;"female";"65-";"5-9"
2486;20;0;0;"male";"65+";"95-99"
2487;14;0;1;"male";"65+";"65-69"
2488;23;0;0;"female";"65-";"10-14"
2489;39;1;1;"female";"65+";"90-94"
2490;11;1;0;"male";"65-";"50-54"
2491;5;1;1;"male";"65-";"20-24"
2492;11;0;0;"male";"65-";"50-54"
2493;8;1;1;"male";"65-";"35-39"
2494;22;1;1;"female";"65-";"5-9"
2495;33;1;0;"female";"65-";"60-64"
2496;20;1;0;"male";"65+";"95-99"
2497;8;0;0;"male";"65-";"35-39"
2498;16;0;1;"male";"65+";"75-79"
2499;33;1;0;"female";"65-";"60-64"
2500;38;1;0;"female";"65+";"85-89"
2501;7;0;1;"male";"65-";"30-34"
